shoe_name,shoe_type,shoe_color,shoe_price,shoe_size,shoe_link
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 5.5 / W 7,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 6 / W 7.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 6.5 / W 8,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 7 / W 8.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 7.5 / W 9,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 8 / W 9.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 8.5 / W 10,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 9 / W 10.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 9.5 / W 11,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 10 / W 11.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 10.5 / W 12,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 11 / W 12.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 11.5 / W 13,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 12 / W 13.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 12.5 / W 14,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 13 / W 14.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 14 / W 15.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Nike Air Max 720 (OBJ),Men's Shoe,Shown: Pure Platinum/Hyper Grape/Canyon Gold,$200 ,M 15 / W 16.5,https://www.nike.com/t/air-max-720-obj-mens-shoe-ksqP8k/CK2531-001
Air Jordan 7 Retro SP,Men's Shoe,Shown: Reflect Silver/Cardinal Red/Black/Bronze,$134.97 ,7,https://www.nike.com/t/air-jordan-7-retro-sp-mens-shoe-0Qb5jR/BV6281-006
Air Jordan 7 Retro SP,Men's Shoe,Shown: Reflect Silver/Cardinal Red/Black/Bronze,$134.97 ,7.5,https://www.nike.com/t/air-jordan-7-retro-sp-mens-shoe-0Qb5jR/BV6281-006
